21		C	FRED SAUTOU	O93588	2	2:1, 3:1 [1:2]	Dry	FRA	Asso B7					Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	No 	13	5:19.296	0:20.196	0:24.236	2
Run 2	Yes 	14	5:16.648	0:20.021	0:22.312	1
Run 3	Yes 	13	5:18.288	0:20.805	0:24.191	1

Qualifying result:
Rank	Laps	Endtime	Points	Run
22	25	10:37.796	41	V12 [3]

22		C	NICOLAS CALLEWAERT	?	3	1:1, 2:2 [3:2]	Dry	FRA	Xray					Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	Yes 	13	5:14.141	0:21.766	0:23.896	1
Run 2	Yes 	13	5:13.075	0:21.186	0:23.825	2
Run 3	No 	13	5:21.381	0:21.504	0:24.403	2

Qualifying result:
Rank	Laps	Endtime	Points	Run
21	25	10:15.536	38	V12 [3]

23		C	Maxime Lion	81602	6	2:3, 1:3 [3:9]	Dry	FRA						Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	Yes 	12	5:06.380	0:21.098	0:24.814	3
Run 2	Yes 	13	5:21.724	0:21.067	0:24.273	3
Run 3	No 	7	5:04.204	0:21.672	0:42.535	9

Qualifying result:
Rank	Laps	Endtime	Points	Run
28	23	9:34.596	50	V12 [3]

24		C	Lea Harlé	00000	8	3:3, 1:5 [2:8]	Dry	FRA	Xray		Xb2 24			Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	Yes 	12	5:17.031	0:23.324	0:25.961	5
Run 2	No 	11	5:11.249	0:23.030	0:27.762	8
Run 3	Yes 	12	5:01.083	0:22.749	0:24.639	3

Qualifying result:
Rank	Laps	Endtime	Points	Run
25	24	10:32.928	48	V12 [3]

25		C	Julien Harlé	00000	8	3:4, 1:4 [2:6]	Dry	FRA	Xray		Xb2			Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	Yes 	12	5:12.609	0:22.037	0:25.586	4
Run 2	No 	11	5:01.860	0:22.330	0:26.963	6
Run 3	Yes 	12	5:10.109	0:22.435	0:25.439	4

Qualifying result:
Rank	Laps	Endtime	Points	Run
24	25	10:46.082	45	V12 [3]

26		C	Geoffrey Campos	0000	9	2:4, 3:5 [1:8]	Dry	FRA	Xray					Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	No 	11	5:13.803	0:22.513	0:27.869	8
Run 2	Yes 	12	5:03.872	0:22.443	0:24.788	4
Run 3	Yes 	12	5:11.074	0:22.879	0:25.394	5

Qualifying result:
Rank	Laps	Endtime	Points	Run
27	24	10:17.597	49	V12 [3]

27		C	Guillaume Poreaux Poreaux	Guillaume Porea	11	2:5, 3:6 [1:7]	Dry	FRA	Team asso	Hobbywing	B7		Futaba	Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	No 	11	5:08.756	0:23.776	0:27.493	7
Run 2	Yes 	12	5:22.582	0:23.207	0:26.386	5
Run 3	Yes 	11	5:16.332	0:22.423	0:28.221	6

Qualifying result:
Rank	Laps	Endtime	Points	Run
26	24	10:45.636	49	V12 [3]

28		C	Cyril Cadet	0000	13	1:6, 2:7 [3:7]	Dry	FRA	Schumacher LD3	Hobbywing 13.5 T justock	S12-2c		ABSIMA	Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	Yes 	11	5:04.327	0:22.105	0:26.848	6
Run 2	Yes 	11	5:07.653	0:22.864	0:27.323	7
Run 3	No 	11	5:19.410	0:22.919	0:28.298	7

Qualifying result:
Rank	Laps	Endtime	Points	Run
29	22	9:57.415	53	V12 [3]

29		C	Philippe DAMIENS	054568	17	3:8, 2:9 [1:9]	Dry	FRA	XB2					Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	No 	10	5:07.787	0:24.048	0:29.946	9
Run 2	Yes 	10	5:00.634	0:23.054	0:29.194	9
Run 3	Yes 	10	5:03.887	0:24.407	0:29.493	8

Qualifying result:
Rank	Laps	Endtime	Points	Run
30	22	10:32.117	56	V12 [3]

30		C	Sven De Clercq	157	22	1:11, 2:11 [3:11]	Dry	BEL	AE B6				Sanwa	Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	Yes 	0	0:00.000	0:00.000	0:00.000	11
Run 2	Yes 	0	0:00.000	0:00.000	0:00.000	11
Run 3	No 	0	0:00.000	0:00.000	0:00.000	11

Qualifying result:
Rank	Laps	Endtime	Points	Run
23	24	10:20.900	45	V12 [3]
